"h [mm]","w [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","dB(S(1,2)) []","dB(S(2,2)) []"
0.2,0.05,4.705,-9.99996410060496,-0.622962880140904,-0.622962880140904,-9.99996449750599
0.2,0.05,4.7525,-9.93454365956607,-0.631297500752915,-0.631297500752915,-9.93454406569609
0.2,0.05,4.8,-9.87012808351089,-0.639645589113523,-0.639645589113523,-9.870128499309
0.2,0.05,4.8475,-9.8066994537328,-0.648005719911863,-0.648005719911863,-9.80669987962601
0.2,0.05,4.895,-9.74424034348345,-0.656376471971671,-0.656376471971671,-9.74424077988688
0.2,0.05,4.9425,-9.68273379985614,-0.664756428626966,-0.664756428626966,-9.68273424717314
0.2,0.05,4.99,-9.62216332653623,-0.673144178086986,-0.673144178086986,-9.62216378515855
0.2,0.05,5.0375,-9.56251286736904,-0.681538313790562,-0.681538313790562,-9.56251333767699
0.2,0.05,5.085,-9.50376679069905,-0.68993743475005,-0.68993743475005,-9.50376727306164
0.2,0.05,5.1325,-9.44590987443703,-0.698340145884986,-0.698340145884986,-9.44591036921222
0.2,0.05,5.18,-9.38892729181493,-0.706745058345584,-0.706745058345584,-9.38892779934974
0.2,0.05,5.2275,-9.33280459779048,-0.715150789826264,-0.715150789826264,-9.33280511842119
0.2,0.05,5.275,-9.27752771606613,-0.723555964869339,-0.723555964869339,-9.27752825011845
0.2,0.05,5.3225,-9.22308292668923,-0.731959215159015,-0.731959215159015,-9.22308347447854
0.2,0.05,5.37,-9.16945685420228,-0.740359179805859,-0.740359179805859,-9.16945741603375
0.2,0.05,5.4175,-9.11663645631401,-0.748754505621906,-0.748754505621906,-9.11663703248282
0.2,0.05,5.465,-9.06460901306396,-0.757143847386509,-0.757143847386509,-9.0646096038555
0.2,0.05,5.5125,-9.01336211645484,-0.765525868103173,-0.765525868103173,-9.0133627221449
0.2,0.05,5.56,-8.96288366052845,-0.77389923924741,-0.77389923924741,-8.9628842813834
0.2,0.05,5.6075,-8.91316183186244,-0.782262641005888,-0.782262641005888,-8.91316246813944
0.2,0.05,5.655,-8.86418510046653,-0.790614762506931,-0.790614762506931,-8.86418575241371
0.2,0.05,5.7025,-8.8159422110581,-0.798954302042602,-0.798954302042602,-8.81594287891479
0.2,0.05,5.75,-8.76842217469816,-0.807279967282442,-0.807279967282442,-8.76842285869506
0.2,0.05,5.7975,-8.72161426076989,-0.815590475479078,-0.815590475479078,-8.72161496112926
0.2,0.05,5.845,-8.6755079892828,-0.823884553665852,-0.823884553665852,-8.67550870621867
0.2,0.05,5.8925,-8.63009312348689,-0.832160938846549,-0.832160938846549,-8.63009385720527
0.2,0.05,5.94,-8.58535966278158,-0.840418378177483,-0.840418378177483,-8.58536041348063
0.2,0.05,5.9875,-8.5412978359054,-0.848655629141994,-0.848655629141994,-8.54129860377565
0.2,0.05,6.035,-8.49789809439316,-0.856871459717566,-0.856871459717566,-8.49789887961768
0.2,0.05,6.0825,-8.45515110628781,-0.865064648535668,-0.865064648535668,-8.45515190904244
0.2,0.05,6.13,-8.41304775009528,-0.873233985034532,-0.873233985034532,-8.4130485705488
0.2,0.05,6.1775,-8.37157910897088,-0.881378269604924,-0.881378269604924,-8.3715799472852
0.2,0.05,6.225,-8.33073646512673,-0.889496313729127,-0.889496313729127,-8.33073732145709
0.2,0.05,6.2725,-8.29051129444991,-0.897586940113258,-0.897586940113258,-8.29051216894508
0.2,0.05,6.32,-8.25089526132217,-0.905648982813034,-0.905648982813034,-8.25089615412463
0.2,0.05,6.3675,-8.21188021363171,-0.913681287353198,-0.913681287353198,-8.21188112487784
0.2,0.05,6.415,-8.17345817796878,-0.921682710840652,-0.921682710840652,-8.17345910778905
0.2,0.05,6.4625,-8.13562135499687,-0.929652122071528,-0.929652122071528,-8.13562230351604
0.2,0.05,6.51,-8.09836211499176,-0.937588401632273,-0.937588401632273,-8.09836308232903
0.2,0.05,6.5575,-8.06167299354117,-0.945490441994943,-0.945490441994943,-8.0616739798104
0.2,0.05,6.605,-8.02554668739806,-0.953357147606761,-0.953357147606761,-8.02554769270793
0.2,0.05,6.6525,-7.98997605048101,-0.961187434974183,-0.961187434974183,-7.98997707493523
0.2,0.05,6.7,-7.95495409001546,-0.968980232741499,-0.968980232741499,-7.95495513371291
0.2,0.05,6.7475,-7.92047396280972,-0.976734481764207,-0.976734481764207,-7.92047502584465
0.2,0.05,6.795,-7.88652897166041,-0.984449135177178,-0.984449135177178,-7.88653005412261
0.2,0.05,6.8425,-7.85311256188163,-0.992123158457865,-0.992123158457865,-7.85311366385662
0.2,0.05,6.89,-7.82021831795303,-0.999755529484576,-0.999755529484576,-7.8202194395222
0.2,0.05,6.9375,-7.78783996028172,-1.00734523859005,-1.00734523859005,-7.78784110152254
0.2,0.05,6.985,-7.75597134207365,-1.01489128861034,-1.01489128861034,-7.7559725030598
0.2,0.05,7.0325,-7.72460644630978,-1.02239269492923,-1.02239269492923,-7.72460762711134
0.2,0.05,7.08,-7.69373938282309,-1.02984848551828,-1.02984848551828,-7.69374058350672
0.2,0.05,7.1275,-7.66336438547237,-1.03725770097262,-1.03725770097262,-7.66336560610143
0.2,0.05,7.175,-7.63347580940894,-1.04461939454257,-1.04461939454257,-7.63347705004369
0.2,0.05,7.2225,-7.6040681284328,-1.05193263216131,-1.05193263216131,-7.60406938913054
0.2,0.05,7.27,-7.57513593243464,-1.05919649246864,-1.05919649246864,-7.57513721324987
0.2,0.05,7.3175,-7.54667392492055,-1.06641006683093,-1.06641006683093,-7.54667522590514
0.2,0.05,7.365,-7.51867692061618,-1.07357245935748,-1.07357245935748,-7.5186782418195
0.2,0.05,7.4125,-7.49113984314742,-1.08068278691331,-1.08068278691331,-7.49114118461652
0.2,0.05,7.46,-7.46405772279481,-1.0877401791285,-1.0877401791285,-7.46405908457454
0.2,0.05,7.5075,-7.43742569431879,-1.09474377840427,-1.09474377840427,-7.43742707645196
0.2,0.05,7.555,-7.41123899485336,-1.10169273991579,-1.10169273991579,-7.41124039738089
0.2,0.05,7.6025,-7.38549296186556,-1.108586231612,-1.108586231612,-7.38549438482663
0.2,0.05,7.65,-7.36018303117846,-1.11542343421229,-1.11542343421229,-7.36018447461062
0.2,0.05,7.6975,-7.33530473505535,-1.12220354120049,-1.12220354120049,-7.33530619899471
0.2,0.05,7.745,-7.310853700343,-1.12892575881589,-1.12892575881589,-7.31085518482433
0.2,0.05,7.7925,-7.28682564667188,-1.13558930604177,-1.13558930604177,-7.28682715172874
0.2,0.05,7.84,-7.26321638471141,-1.1421934145912,-1.1421934145912,-7.26321791037631
0.2,0.05,7.8875,-7.24002181447827,-1.14873732889051,-1.14873732889051,-7.24002336078279
0.2,0.05,7.935,-7.21723792369609,-1.15522030606026,-1.15522030606026,-7.21723949067102
0.2,0.05,7.9825,-7.19486078620462,-1.16164161589403,-1.16164161589403,-7.19486237388006
0.2,0.05,8.03,-7.17288656041686,-1.16800054083501,-1.16800054083501,-7.17288816882237
0.2,0.05,8.0775,-7.15131148782248,-1.17429637595045,-1.17429637595045,-7.1513131169872
0.2,0.05,8.125,-7.13013189153604,-1.18052842890416,-1.18052842890416,-7.1301335414888
0.2,0.05,8.1725,-7.10934417488857,-1.18669601992712,-1.18669601992712,-7.10934584565803
0.2,0.05,8.22,-7.08894482006107,-1.19279848178625,-1.19279848178625,-7.08894651167581
0.2,0.05,8.2675,-7.06893038675864,-1.19883515975143,-1.19883515975143,-7.06893209924729
0.2,0.05,8.315,-7.04929751092392,-1.20480541156094,-1.20480541156094,-7.04929924431529
0.2,0.05,8.3625,-7.03004290348868,-1.21070860738524,-1.21070860738524,-7.03004465781184
0.2,0.05,8.41,-7.01116334916224,-1.21654412978939,-1.21654412978939,-7.01116512444666
0.2,0.05,8.4575,-6.99265570525584,-1.22231137369401,-1.22231137369401,-6.99265750153146
0.2,0.05,8.505,-6.97451690054152,-1.22800974633487,-1.22800974633487,-6.97451871783891
0.2,0.05,8.5525,-6.95674393414491,-1.23363866722142,-1.23363866722142,-6.95674577249533
0.2,0.05,8.6,-6.93933387447055,-1.23919756809389,-1.23919756809389,-6.93933573390605
0.2,0.05,8.6475,-6.92228385815896,-1.24468589287956,-1.24468589287956,-6.92228573871251
0.2,0.05,8.695,-6.9055910890746,-1.25010309764787,-1.25010309764787,-6.90559299078017
0.2,0.05,8.7425,-6.8892528373237,-1.25544865056459,-1.25544865056459,-6.88925476021636
0.2,0.05,8.79,-6.87326643830121,-1.26072203184517,-1.26072203184517,-6.87326838241721
0.2,0.05,8.8375,-6.85762929176602,-1.26592273370724,-1.26592273370724,-6.85763125714291
0.2,0.05,8.885,-6.8423388609437,-1.27105026032242,-1.27105026032242,-6.84234084762043
0.2,0.05,8.9325,-6.82739267165605,-1.27610412776739,-1.27610412776739,-6.82739467967299
0.2,0.05,8.98,-6.81278831147658,-1.28108386397439,-1.28108386397439,-6.81279034087568
0.2,0.05,9.0275,-6.79852342891147,-1.28598900868115,-1.28598900868115,-6.79852547973632
0.2,0.05,9.075,-6.78459573260518,-1.29081911338039,-1.29081911338039,-6.78459780490107
0.2,0.05,9.1225,-6.77100299057009,-1.29557374126884,-1.29557374126884,-6.77100508438414
0.2,0.05,9.17,-6.75774302943967,-1.30025246719585,-1.30025246719585,-6.75774514482087
0.2,0.05,9.2175,-6.74481373374447,-1.30485487761183,-1.30485487761183,-6.74481587074377
0.2,0.05,9.265,-6.73221304521045,-1.30938057051626,-1.30938057051626,-6.73221520388084
0.2,0.05,9.3125,-6.71993896207907,-1.31382915540566,-1.31382915540566,-6.71994114247565
0.2,0.05,9.36,-6.7079895384486,-1.31820025322126,-1.31820025322126,-6.70799174062866
0.2,0.05,9.4075,-6.69636288363627,-1.32249349629669,-1.32249349629669,-6.69636510765935
0.2,0.05,9.455,-6.68505716156063,-1.32670852830558,-1.32670852830558,-6.6850594074886
0.2,0.05,9.5025,-6.67407059014374,-1.33084500420913,-1.33084500420913,-6.67407285804087
0.2,0.05,9.55,-6.66340144073279,-1.33490259020375,-1.33490259020375,-6.66340373066578
0.2,0.05,9.5975,-6.65304803754059,-1.33888096366883,-1.33888096366883,-6.65305034957869
0.2,0.05,9.645,-6.6430087571047,-1.34277981311458,-1.34277981311458,-6.64301109131974
0.2,0.05,9.6925,-6.63328202776469,-1.34659883813012,-1.34659883813012,-6.63328438423115
0.2,0.05,9.74,-6.62386632915717,-1.35033774933174,-1.35033774933174,-6.62386870795221
0.2,0.05,9.7875,-6.61476019172825,-1.35399626831145,-1.35399626831145,-6.61476259293183
0.2,0.05,9.835,-6.60596219626316,-1.35757412758584,-1.35757412758584,-6.60596461995803
0.2,0.05,9.8825,-6.59747097343252,-1.36107107054526,-1.36107107054526,-6.59747341970432
0.2,0.05,9.93,-6.58928520335512,-1.36448685140346,-1.36448685140346,-6.5892876722924
0.2,0.05,9.9775,-6.58140361517682,-1.36782123514748,-1.36782123514748,-6.58140610687113
0.2,0.05,10.025,-6.57382498666532,-1.3710739974882,-1.3710739974882,-6.5738275012112
0.2,0.05,10.0725,-6.56654814382044,-1.37424492481125,-1.37424492481125,-6.56655068131552
0.2,0.05,10.12,-6.55957196049977,-1.37733381412844,-1.37733381412844,-6.55957452104481
0.2,0.05,10.1675,-6.55289535805935,-1.38034047302983,-1.38034047302983,-6.55289794175825
0.2,0.05,10.215,-6.54651730500912,-1.38326471963627,-1.38326471963627,-6.54651991196899
0.2,0.05,10.2625,-6.54043681668302,-1.38610638255266,-1.38610638255266,-6.54043944701423
0.2,0.05,10.31,-6.53465295492336,-1.38886530082177,-1.38886530082177,-6.53465560873954
0.2,0.05,10.3575,-6.52916482777938,-1.39154132387881,-1.39154132387881,-6.52916750519751
0.2,0.05,10.405,-6.52397158921977,-1.39413431150661,-1.39413431150661,-6.52397429036017
0.2,0.05,10.4525,-6.51907243885887,-1.39664413379159,-1.39664413379159,-6.51907516384526
0.2,0.05,10.5,-6.51446662169651,-1.39907067108046,-1.39907067108046,-6.51446937065601
0.2,0.05,10.5475,-6.51015342787115,-1.4014138139377,-1.4014138139377,-6.51015620093438
0.2,0.05,10.595,-6.50613219242641,-1.40367346310378,-1.40367346310378,-6.50613498972743
0.2,0.05,10.6425,-6.50240229509047,-1.40584952945432,-1.40584952945432,-6.50240511676688
0.2,0.05,10.69,-6.49896316006855,-1.40794193395995,-1.40794193395995,-6.49896600626148
0.2,0.05,10.7375,-6.49581425584813,-1.4099506076471,-1.4099506076471,-6.49581712670228
0.2,0.05,10.785,-6.49295509501681,-1.4118754915597,-1.4118754915597,-6.49295799068044
0.2,0.05,10.8325,-6.49038523409271,-1.41371653672172,-1.41371653672172,-6.49038815471771
0.2,0.05,10.88,-6.48810427336734,-1.41547370410063,-1.41547370410063,-6.48810721910922
0.2,0.05,10.9275,-6.48611185676073,-1.41714696457182,-1.41714696457182,-6.48611482777863
0.2,0.05,10.975,-6.48440767168877,-1.41873629888395,-1.41873629888395,-6.48441066814551
0.2,0.05,11.0225,-6.48299144894277,-1.42024169762528,-1.42024169762528,-6.48299447100482
0.2,0.05,11.07,-6.48186296258091,-1.42166316119095,-1.42166316119095,-6.48186601041843
0.2,0.05,11.1175,-6.48102202983179,-1.42300069975128,-1.42300069975128,-6.48102510361864
0.2,0.05,11.165,-6.48046851100981,-1.42425433322105,-1.42425433322105,-6.48047161092355
0.2,0.05,11.2125,-6.48020230944239,-1.42542409122981,-1.42542409122981,-6.48020543566428
0.2,0.05,11.26,-6.48022337140897,-1.42651001309321,-1.42651001309321,-6.48022652412398
0.2,0.05,11.3075,-6.48053168609172,-1.42751214778538,-1.42751214778538,-6.48053486548858
0.2,0.05,11.355,-6.48112728553803,-1.42843055391232,-1.42843055391232,-6.48113049180913
0.2,0.05,11.4025,-6.48201024463447,-1.42926529968641,-1.42926529968641,-6.48201347797596
0.2,0.05,11.45,-6.48318068109259,-1.43001646290194,-1.43001646290194,-6.48318394170433
0.2,0.05,11.4975,-6.48463875544616,-1.43068413091169,-1.43068413091169,-6.48464204353171
0.2,0.05,11.545,-6.48638467106007,-1.43126840060464,-1.43126840060464,-6.4863879868267
0.2,0.05,11.5925,-6.48841867415083,-1.43176937838473,-1.43176937838473,-6.4884220178095
0.2,0.05,11.64,-6.49074105381859,-1.43218718015076,-1.43218718015076,-6.49074442558397
0.2,0.05,11.6875,-6.49335214209082,-1.43252193127727,-1.43252193127727,-6.49335554218125
0.2,0.05,11.735,-6.49625231397757,-1.43277376659666,-1.43277376659666,-6.49625574261504
0.2,0.05,11.7825,-6.49944198753832,-1.43294283038229,-1.43294283038229,-6.49944544494847
0.2,0.05,11.83,-6.50292162396053,-1.4330292763328,-1.4330292763328,-6.50292511037263
0.2,0.05,11.8775,-6.50669172764983,-1.43303326755742,-1.43303326755742,-6.50669524329677
0.2,0.05,11.925,-6.51075284633202,-1.43295497656243,-1.43295497656243,-6.51075639145026
0.2,0.05,11.9725,-6.51510557116675,-1.43279458523879,-1.43279458523879,-6.5151091459963
0.2,0.05,12.02,-6.51975053687308,-1.43255228485077,-1.43255228485077,-6.51975414165752
0.2,0.05,12.0675,-6.52468842186695,-1.43222827602576,-1.43222827602576,-6.52469205685333
0.2,0.05,12.115,-6.52991994841058,-1.43182276874516,-1.43182276874516,-6.52992361384945
0.2,0.05,12.1625,-6.53544588277397,-1.43133598233635,-1.43133598233635,-6.53544957891932
0.2,0.05,12.21,-6.54126703540848,-1.4307681454658,-1.4307681454658,-6.54127076251769
0.2,0.05,12.2575,-6.54738426113265,-1.43011949613326,-1.43011949613326,-6.54738801946649
0.2,0.05,12.305,-6.55379845933038,-1.42939028166699,-1.42939028166699,-6.55380224915293
0.2,0.05,12.3525,-6.5605105741615,-1.4285807587202,-1.4285807587202,-6.56051439574015
0.2,0.05,12.4,-6.56752159478497,-1.42769119326839,-1.42769119326839,-6.56752544839032
0.2,0.05,12.4475,-6.57483255559465,-1.42672186060794,-1.42672186060794,-6.57483644150052
0.2,0.05,12.495,-6.58244453646803,-1.42567304535564,-1.42567304535564,-6.58244845495137
0.2,0.05,12.5425,-6.59035866302781,-1.42454504144938,-1.42454504144938,-6.59036261436866
0.2,0.05,12.59,-6.59857610691666,-1.42333815214975,-1.42333815214975,-6.5985800913981
0.2,0.05,12.6375,-6.60709808608525,-1.42205269004285,-1.42205269004285,-6.60710210399335
0.2,0.05,12.685,-6.61592586509375,-1.42068897704399,-1.42068897704399,-6.61592991671748
0.2,0.05,12.7325,-6.62506075542692,-1.41924734440251,-1.41924734440251,-6.62506484105811
0.2,0.05,12.78,-6.63450411582308,-1.41772813270751,-1.41772813270751,-6.63450823575636
0.2,0.05,12.8275,-6.64425735261716,-1.41613169189471,-1.41613169189471,-6.64426150714985
0.2,0.05,12.875,-6.65432192009782,-1.41445838125412,-1.41445838125412,-6.65432610952992
0.2,0.05,12.9225,-6.66469932087931,-1.41270856943887,-1.41270856943887,-6.66470354551338
0.2,0.05,12.97,-6.67539110628781,-1.41088263447485,-1.41088263447485,-6.6753953664289
0.2,0.05,13.0175,-6.68639887676287,-1.40898096377135,-1.40898096377135,-6.68640317271844
0.2,0.05,13.065,-6.69772428227404,-1.40700395413263,-1.40700395413263,-6.69772861435389
0.2,0.05,13.1125,-6.70936902275296,-1.4049520117704,-1.4049520117704,-6.70937339126914
0.2,0.05,13.16,-6.72133484854133,-1.40282555231719,-1.40282555231719,-6.72133925380803
0.2,0.05,13.2075,-6.73362356085487,-1.40062500084056,-1.40062500084056,-6.73362800318834
0.2,0.05,13.255,-6.74623701226377,-1.39835079185822,-1.39835079185822,-6.74624149198222
0.2,0.05,13.3025,-6.75917710718977,-1.39600336935395,-1.39600336935395,-6.75918162461327
0.2,0.05,13.35,-6.77244580242049,-1.3935831867944,-1.3935831867944,-6.77245035787087
0.2,0.05,13.3975,-6.786045107641,-1.39109070714654,-1.39109070714654,-6.78604970144174
0.2,0.05,13.445,-6.79997708598341,-1.38852640289607,-1.38852640289607,-6.79998171845951
0.2,0.05,13.4925,-6.81424385459449,-1.38589075606647,-1.38589075606647,-6.81424852607239
0.2,0.05,13.54,-6.8288475852221,-1.38318425823879,-1.38318425823879,-6.82885229602953
0.2,0.05,13.5875,-6.84379050482053,-1.38040741057214,-1.38040741057214,-6.8437952552864
0.2,0.05,13.635,-6.85907489617546,-1.37756072382491,-1.37756072382491,-6.85907968662974
0.2,0.05,13.6825,-6.87470309854883,-1.37464471837661,-1.37464471837661,-6.8747079293224
0.2,0.05,13.73,-6.89067750834425,-1.37165992425028,-1.37165992425028,-6.89068237976876
0.2,0.05,13.7775,-6.90700057979332,-1.36860688113563,-1.36860688113563,-6.90700549220109
0.2,0.05,13.825,-6.92367482566356,-1.36548613841261,-1.36548613841261,-6.9236797793874
0.2,0.05,13.8725,-6.94070281798837,-1.36229825517564,-1.36229825517564,-6.94070781336143
0.2,0.05,13.92,-6.95808718881965,-1.35904380025823,-1.35904380025823,-6.95809222617527
0.2,0.05,13.9675,-6.97583063100373,-1.35572335225823,-1.35572335225823,-6.97583571067531
0.2,0.05,14.015,-6.99393589898121,-1.35233749956336,-1.35233749956336,-6.99394102130201
0.2,0.05,14.0625,-7.01240580961138,-1.3488868403773,-1.3488868403773,-7.01241097491436
0.2,0.05,14.11,-7.03124324302183,-1.34537198274605,-1.34537198274605,-7.03124845163949
0.2,0.05,14.1575,-7.05045114348421,-1.34179354458473,-1.34179354458473,-7.05045639574839
0.2,0.05,14.205,-7.0700325203166,-1.33815215370459,-1.33815215370459,-7.07003781655831
0.2,0.05,14.2525,-7.08999044881347,-1.3344484478404,-1.3344484478404,-7.0899957893627
0.2,0.05,14.3,-7.11032807120404,-1.33068307467797,-1.33068307467797,-7.11033345638956
0.2,0.05,14.3475,-7.13104859763977,-1.32685669188193,-1.32685669188193,-7.13105402778892
0.2,0.05,14.395,-7.15215530721207,-1.32296996712367,-1.32296996712367,-7.15216078265057
0.2,0.05,14.4425,-7.17365154900096,-1.31902357810934,-1.31902357810934,-7.17365707005268
0.2,0.05,14.49,-7.19554074315588,-1.315018212608,-1.315018212608,-7.19554631014261
0.2,0.05,14.5375,-7.21782638200944,-1.3109545684797,-1.3109545684797,-7.2178319952507
0.2,0.05,14.585,-7.24051203122535,-1.30683335370365,-1.30683335370365,-7.24051769103811
0.2,0.05,14.6325,-7.2636013309816,-1.30265528640623,-1.30265528640623,-7.26360703768008
0.2,0.05,14.68,-7.28709799719,-1.29842109488901,-1.29842109488901,-7.28710375108537
0.2,0.05,14.7275,-7.31100582275334,-1.29413151765649,-1.29413151765649,-7.31101162415352
0.2,0.05,14.775,-7.33532867886148,-1.28978730344372,-1.28978730344372,-7.33533452807083
0.2,0.05,14.8225,-7.36007051632757,-1.28538921124364,-1.28538921124364,-7.36007641364665
0.2,0.05,14.87,-7.38523536696601,-1.28093801033416,-1.28093801033416,-7.38524131269126
0.2,0.05,14.9175,-7.41082734501329,-1.27643448030479,-1.27643448030479,-7.41083333943678
0.2,0.05,14.965,-7.43685064859354,-1.27187941108293,-1.27187941108293,-7.43685669200266
0.2,0.05,15.0125,-7.46330956123019,-1.26727360295974,-1.26727360295974,-7.46331565390732
0.2,0.05,15.06,-7.49020845340542,-1.26261786661538,-1.26261786661538,-7.49021459562764
0.2,0.05,15.1075,-7.51755178416922,-1.25791302314379,-1.25791302314379,-7.51755797620795
0.2,0.05,15.155,-7.54534410279975,-1.25315990407673,-1.25315990407673,-7.54535034492044
0.2,0.05,15.2025,-7.57359005051702,-1.24835935140724,-1.24835935140724,-7.5735963429788
0.2,0.05,15.25,-7.60229436225182,-1.24351221761227,-1.24351221761227,-7.60230070530712
0.2,0.05,15.2975,-7.63146186847197,-1.23861936567455,-1.23861936567455,-7.63146826236614
0.2,0.05,15.345,-7.66109749706806,-1.23368166910351,-1.23368166910351,-7.66110394203903
0.2,0.05,15.3925,-7.69120627530106,-1.22870001195539,-1.22870001195539,-7.69121277157891
0.2,0.05,15.44,-7.72179333181409,-1.22367528885225,-1.22367528885225,-7.72179987962061
0.2,0.05,15.4875,-7.75286389871079,-1.2186084049999,-1.2186084049999,-7.75287049825912
0.2,0.05,15.535,-7.78442331370317,-1.21350027620482,-1.21350027620482,-7.78442996519732
0.2,0.05,15.5825,-7.81647702233141,-1.2083518288897,-1.2083518288897,-7.8164837259658
0.2,0.05,15.63,-7.84903058025859,-1.2031640001079,-1.2031640001079,-7.84903733621761
0.2,0.05,15.6775,-7.88208965564351,-1.19793773755642,-1.19793773755642,-7.882096464101
0.2,0.05,15.725,-7.91566003159449,-1.19267399958752,-1.19267399958752,-7.91566689271327
0.2,0.05,15.7725,-7.94974760870777,-1.18737375521886,-1.18737375521886,-7.94975452263908
0.2,0.05,15.82,-7.98435840769375,-1.18203798414209,-1.18203798414209,-7.98436537457673
0.2,0.05,15.8675,-8.01949857209493,-1.17666767672974,-1.17666767672974,-8.01950559205607
0.2,0.05,15.915,-8.05517437109924,-1.17126383404051,-1.17126383404051,-8.05518144425178
0.2,0.05,15.9625,-8.09139220245286,-1.16582746782266,-1.16582746782266,-8.09139932889619
0.2,0.05,16.01,-8.12815859547686,-1.16035960051564,-1.16035960051564,-8.12816577529587
0.2,0.05,16.0575,-8.16548021419185,-1.15486126524971,-1.15486126524971,-8.16548744745633
0.2,0.05,16.105,-8.20336386055564,-1.14933350584356,-1.14933350584356,-8.20337114731957
0.2,0.05,16.1525,-8.24181647781864,-1.14377737679983,-1.14377737679983,-8.24182381811949
0.2,0.05,16.2,-8.28084515400215,-1.13819394329844,-1.13819394329844,-8.28085254786013
0.2,0.05,16.2475,-8.32045712550509,-1.13258428118766,-1.13258428118766,-8.32046457292243
0.2,0.05,16.295,-8.36065978084486,-1.12694947697282,-1.12694947697282,-8.36066728180498
0.2,0.05,16.3425,-8.40146066453826,-1.12129062780263,-1.12129062780263,-8.40146821900497
0.2,0.05,16.39,-8.44286748112899,-1.11560884145286,-1.11560884145286,-8.44287508904561
0.2,0.05,16.4375,-8.48488809936821,-1.10990523630757,-1.10990523630757,-8.48489576065666
0.2,0.05,16.485,-8.5275305565553,-1.10418094133755,-1.10418094133755,-8.5275382711152
0.2,0.05,16.5325,-8.57080306304628,-1.098437096076,-1.098437096076,-8.57081083075394
0.2,0.05,16.58,-8.61471400693759,-1.09267485059133,-1.09267485059133,-8.614721827645
0.2,0.05,16.6275,-8.65927195893347,-1.08689536545706,-1.08689536545706,-8.65927983246722
0.2,0.05,16.675,-8.70448567740579,-1.08109981171859,-1.08109981171859,-8.70449360356596
0.2,0.05,16.7225,-8.75036411365528,-1.07528937085688,-1.07528937085688,-8.75037209221427
0.2,0.05,16.77,-8.79691641738398,-1.06946523474896,-1.06946523474896,-8.79692444808529
0.2,0.05,16.8175,-8.84415194238911,-1.06362860562498,-1.06362860562498,-8.84416002494602
0.2,0.05,16.865,-8.89208025248911,-1.057780696022,-1.057780696022,-8.89208838658335
0.2,0.05,16.9125,-8.94071112769325,-1.0519227287342,-1.0519227287342,-8.94071931297362
0.2,0.05,16.96,-8.99005457062701,-1.04605593675954,-1.04605593675954,-8.99006280670783
0.2,0.05,17.0075,-9.04012081322575,-1.04018156324267,-1.04018156324267,-9.04012909968537
0.2,0.05,17.055,-9.09092032371042,-1.0343008614142,-1.0343008614142,-9.09092866008951
0.2,0.05,17.1025,-9.14246381385933,-1.02841509452595,-1.02841509452595,-9.14247219965919
0.2,0.05,17.15,-9.19476224659138,-1.02252553578239,-1.02252553578239,-9.19477068127213
0.2,0.05,17.1975,-9.24782684387654,-1.01663346826792,-1.01663346826792,-9.24783532685517
0.2,0.05,17.245,-9.30166909499072,-1.01074018487009,-1.01074018487009,-9.3016776256391
0.2,0.05,17.2925,-9.35630076513294,-1.00484698819856,-1.00484698819856,-9.35630934277568
0.2,0.05,17.34,-9.41173390442395,-0.998955190499748,-0.998955190499748,-9.41174252833615
0.2,0.05,17.3875,-9.46798085730659,-0.99306611356709,-0.99306611356709,-9.46798952671146
0.2,0.05,17.435,-9.52505427236932,-0.98718108864677,-0.98718108864677,-9.52506298643569
0.2,0.05,17.4825,-9.58296711261598,-0.981301456338931,-0.981301456338931,-9.58297587045561
0.2,0.05,17.53,-9.64173266620582,-0.975428566494134,-0.975428566494134,-9.64174146687063
0.2,0.05,17.5775,-9.70136455768989,-0.969563778105168,-0.969563778105168,-9.70137340016893
0.2,0.05,17.625,-9.76187675977124,-0.963708459193895,-0.963708459193895,-9.76188564298758
0.2,0.05,17.6725,-9.82328360561796,-0.957863986693299,-0.957863986693299,-9.82329252842533
0.2,0.05,17.72,-9.88559980176071,-0.952031746324457,-0.952031746324457,-9.88560876293993
0.2,0.05,17.7675,-9.94884044160751,-0.946213132468423,-0.946213132468423,-9.94884943986271
0.2,0.05,17.815,-10.0130210196115,-0.940409548033012,-0.940409548033012,-10.0130300535661
0.2,0.05,17.8625,-10.0781574461293,-0.934622404314251,-0.934622404314251,-10.0781665143219
0.2,0.05,17.91,-10.1442660630107,-0.928853120852599,-0.928853120852599,-10.1442751638903
0.2,0.05,17.9575,-10.2113636599623,-0.92310312528372,-0.92310312528372,-10.2113727918835
0.2,0.05,18.005,-10.2794674917311,-0.917373853183827,-0.917373853183827,-10.2794766529492
0.2,0.05,18.0525,-10.3485952961583,-0.911666747909491,-0.911666747909491,-10.3486044848234
0.2,0.05,18.1,-10.418765313155,-0.905983260431817,-0.905983260431817,-10.4187745273066
0.2,0.05,18.1475,-10.4899963046565,-0.900324849165039,-0.900324849165039,-10.4900055422168
0.2,0.05,18.195,-10.5623075756162,-0.894692979789294,-0.894692979789294,-10.5623168343836
0.2,0.05,18.2425,-10.6357189961035,-0.889089125067696,-0.889089125067696,-10.6357282737455
0.2,0.05,18.29,-10.7102510245757,-0.883514764657522,-0.883514764657522,-10.7102603186209
